sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
control,3,0,control,0,0,0,0,,2022-11-18T05:30:00Z,2022,11,5,0,-2.500,-5.980,3.480,77.000,40.000,12.000,,10000.000,1006.000,2200.000,,8.000,8.000,0,0,0,0,13,0,400.000,12.000,2000.000,2.020,10000.000,3,1.460,0.000,-49.689,10.000,600.000,1.560,10000.000,7,0.568,0.000,-182.418,8.000,600.000,1.560,10000.000,13,0.131,0.000,-2.500,-5.100,2.600,82.300,40.000,7.000,10000.000,800.000,8.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-21T02:30:00Z,2022,11,2,1,-7.000,-8.360,1.360,90.000,170.000,8.000,,,1006.000,,,,,0,0,0,0,6,0,,8.000,,1.360,,3,-0.150,,,8.000,,1.220,,6,-0.074,,,8.000,,1.220,,6,-0.074,,-6.800,-8.300,1.500,89.100,160.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,288,high,1,0,0,1,360.000,2022-11-21T09:00:00Z,2022,11,9,0,-3.000,-4.710,1.710,88.000,90.000,8.000,,8000.000,1005.000,4000.000,,8.000,8.000,0,0,0,0,13,0,0.000,8.000,4000.000,1.400,8000.000,3,0.310,0.000,-1214.286,6.000,4000.000,1.100,8000.000,7,0.227,0.000,-1635.414,6.000,4000.000,1.090,8000.000,13,0.077,-0.000,-3.000,-4.700,1.700,88.000,90.000,4.000,8000.000,1250.000,8.000,10.000,True,False,False,0.000,2022-11-21T15:00:00Z,2022-11-21T22:30:00Z,2022-11-21T14:30:00Z,2022-11-21T23:00:00Z,7.500,high,3000.000
pre_event_3h,3,288,high,1,0,0,1,180.000,2022-11-21T12:00:00Z,2022,11,12,0,-2.000,-3.720,1.720,88.000,70.000,10.000,,8000.000,1004.000,1500.000,,8.000,8.000,0,0,0,0,13,0,-1500.000,10.000,1500.000,1.720,8000.000,3,-0.300,0.000,-535.714,8.000,1500.000,1.710,8000.000,7,0.014,0.000,-825.835,8.000,1500.000,1.100,8000.000,13,0.160,-0.000,-2.000,-3.700,1.700,88.100,70.000,5.000,8000.000,450.000,8.000,10.000,True,False,False,0.000,2022-11-21T15:00:00Z,2022-11-21T22:30:00Z,2022-11-21T14:30:00Z,2022-11-21T23:00:00Z,7.500,high,3000.000
pre_event_1h,1,288,high,1,0,0,1,60.000,2022-11-21T14:00:00Z,2022,11,14,0,-1.900,-3.030,1.130,92.000,50.000,8.000,,6000.000,1004.000,800.000,,8.000,8.000,0,0,0,0,13,0,-700.000,8.000,800.000,1.120,6000.000,3,0.010,0.000,-685.714,10.000,800.000,1.120,6000.000,7,-0.364,-857.143,-540.659,8.000,800.000,1.120,6000.000,13,-0.099,-362.637,-1.900,-3.000,1.100,92.200,50.000,4.000,6000.000,250.000,8.000,10.000,True,False,False,0.000,2022-11-21T15:00:00Z,2022-11-21T22:30:00Z,2022-11-21T14:30:00Z,2022-11-21T23:00:00Z,7.500,high,3000.000
pre_event_6h,6,289,medium,1,0,0,1,360.000,2022-11-21T23:00:00Z,2022,11,23,0,-2.500,-3.480,0.980,93.000,290.000,2.000,,,1005.000,,,,,0,0,0,0,13,0,-0.000,2.000,500.000,0.980,3000.000,3,0.000,-0.000,-0.000,6.000,500.000,0.830,3000.000,7,0.064,-0.000,-131.469,4.000,500.000,0.830,3000.000,13,-0.005,-244.755,-2.500,-3.500,1.000,92.800,290.000,1.000,,3000.000,,,False,False,False,0.000,2022-11-22T05:00:00Z,2022-11-22T22:30:00Z,2022-11-22T04:30:00Z,2022-11-22T23:00:00Z,17.500,medium,3000.000
pre_event_3h,3,289,medium,1,0,0,1,180.000,2022-11-22T02:00:00Z,2022,11,2,1,-2.400,-3.230,0.830,94.000,0.000,0.000,,,1006.000,500.000,500.000,,,0,0,0,0,13,0,-100.000,2.000,500.000,0.830,,3,0.000,,-17.143,2.000,500.000,0.830,,7,-0.064,,32.967,4.000,500.000,0.830,3000.000,13,-0.000,-0.000,-2.400,-3.200,0.800,94.200,130.000,0.000,,3000.000,,,False,False,False,0.000,2022-11-22T05:00:00Z,2022-11-22T22:30:00Z,2022-11-22T04:30:00Z,2022-11-22T23:00:00Z,17.500,medium,3000.000
pre_event_1h,1,289,medium,1,0,0,1,60.000,2022-11-22T04:00:00Z,2022,11,4,1,-2.100,-3.220,1.120,92.000,170.000,6.000,,,1006.000,500.000,500.000,,,0,0,0,0,13,0,-100.000,4.000,400.000,0.980,,3,0.140,,-71.429,4.000,400.000,0.830,,7,0.114,,-2.429,4.000,400.000,0.830,3000.000,13,0.009,-0.000,-2.100,-3.200,1.100,92.200,170.000,3.000,,3000.000,,,False,False,False,0.000,2022-11-22T05:00:00Z,2022-11-22T22:30:00Z,2022-11-22T04:30:00Z,2022-11-22T23:00:00Z,17.500,medium,3000.000
pre_event_6h,6,290,high,1,0,0,1,360.000,2022-11-22T23:00:00Z,2022,11,23,0,0.600,-0.550,1.150,92.000,100.000,14.000,,,1007.000,600.000,600.000,,,0,0,0,0,13,0,0.000,12.000,500.000,1.150,3000.000,3,-0.150,-4000.000,-71.429,12.000,500.000,1.150,3000.000,7,-0.218,-571.429,-57.143,12.000,500.000,1.150,3000.000,13,-0.134,-153.846,0.600,-0.500,1.100,92.300,100.000,7.000,,3000.000,,,False,False,False,0.000,2022-11-23T05:00:00Z,2022-11-23T15:30:00Z,2022-11-23T04:30:00Z,2022-11-23T16:00:00Z,10.500,high,1400.000
pre_event_3h,3,290,high,1,0,0,1,180.000,2022-11-23T02:00:00Z,2022,11,2,1,0.800,-0.200,1.000,93.000,100.000,10.000,,,1007.000,500.000,500.000,,,0,0,0,0,13,0,-100.000,12.000,500.000,1.000,,3,-0.000,,-7.143,14.000,400.000,1.000,,7,-0.054,,-41.758,12.000,400.000,1.000,3000.000,13,-0.141,-571.429,0.800,-0.200,1.000,93.000,100.000,5.000,,3000.000,,,False,False,False,0.000,2022-11-23T05:00:00Z,2022-11-23T15:30:00Z,2022-11-23T04:30:00Z,2022-11-23T16:00:00Z,10.500,high,1400.000
pre_event_1h,1,290,high,1,0,0,1,60.000,2022-11-23T04:00:00Z,2022,11,4,1,1.100,-0.050,1.150,92.000,90.000,10.000,,,1007.000,600.000,600.000,,,0,0,0,0,13,0,-100.000,10.000,600.000,1.150,,3,0.000,,28.571,12.000,500.000,1.000,,7,0.064,,12.088,12.000,400.000,1.000,3000.000,13,-0.018,-4000.000,1.100,-0.100,1.200,91.700,90.000,5.000,,3000.000,,,False,False,False,0.000,2022-11-23T05:00:00Z,2022-11-23T15:30:00Z,2022-11-23T04:30:00Z,2022-11-23T16:00:00Z,10.500,high,1400.000
pre_event_6h,6,291,high,1,0,0,1,360.000,2022-11-23T15:00:00Z,2022,11,15,0,1.100,-0.510,1.610,89.000,100.000,8.000,,2500.000,1008.000,600.000,,8.000,8.000,1,0,0,0,13,0,-100.000,10.000,600.000,1.610,2000.000,3,-0.150,500.000,7.143,10.000,600.000,1.310,2000.000,7,0.086,107.143,27.473,10.000,500.000,1.000,1500.000,13,0.113,65.934,1.100,-0.600,1.700,88.400,100.000,4.000,2500.000,150.000,8.000,10.000,True,False,False,0.000,2022-11-23T21:00:00Z,2022-11-23T23:00:00Z,2022-11-23T20:30:00Z,2022-11-23T23:30:00Z,2.000,high,2000.000
pre_event_3h,3,291,high,1,0,0,1,180.000,2022-11-23T18:00:00Z,2022,11,18,0,0.900,-1.020,1.920,87.000,100.000,8.000,,10000.000,1008.000,700.000,,8.000,8.000,0,0,0,0,13,0,-100.000,8.000,700.000,1.610,10000.000,3,0.310,0.000,57.143,8.000,600.000,1.460,2500.000,7,0.109,2321.429,32.967,8.000,600.000,1.310,2000.000,13,0.060,1791.209,0.900,-1.000,1.900,87.100,100.000,4.000,10000.000,250.000,8.000,,False,False,False,0.000,2022-11-23T21:00:00Z,2022-11-23T23:00:00Z,2022-11-23T20:30:00Z,2022-11-23T23:30:00Z,2.000,high,2000.000
pre_event_1h,1,291,high,1,0,0,1,60.000,2022-11-23T20:00:00Z,2022,11,20,0,0.100,-0.900,1.000,93.000,90.000,8.000,,10000.000,1009.000,500.000,,8.000,8.000,0,0,0,0,13,0,0.000,10.000,500.000,1.000,8000.000,3,-0.000,2000.000,-121.429,8.000,500.000,1.000,8000.000,7,-0.305,-428.571,-26.374,8.000,500.000,1.000,2000.000,13,-0.107,1197.802,0.100,-0.900,1.000,93.000,90.000,4.000,10000.000,150.000,8.000,,False,False,False,0.000,2022-11-23T21:00:00Z,2022-11-23T23:00:00Z,2022-11-23T20:30:00Z,2022-11-23T23:30:00Z,2.000,high,2000.000
pre_event_6h,6,292,high,1,1,0,1,360.000,2022-11-23T23:00:00Z,2022,11,23,0,-0.700,-1.260,0.560,96.000,80.000,10.000,,2000.000,1009.000,300.000,,8.000,8.000,1,0,0,0,13,0,0.000,8.000,300.000,0.560,2000.000,3,-0.140,-500.000,-64.286,8.000,300.000,0.560,2000.000,7,-0.166,-2750.000,-87.912,8.000,300.000,0.560,2000.000,13,-0.212,-1543.956,-0.700,-1.300,0.600,95.700,80.000,5.000,2000.000,75.000,8.000,,False,False,False,0.000,2022-11-24T05:00:00Z,2022-11-24T23:00:00Z,2022-11-24T04:30:00Z,2022-11-24T23:30:00Z,18.000,high,400.000
pre_event_3h,3,292,high,1,1,0,1,180.000,2022-11-24T02:00:00Z,2022,11,2,1,-0.800,-1.360,0.560,96.000,80.000,8.000,,,1010.000,,,,,0,0,0,0,13,0,-0.000,6.000,300.000,0.560,,3,-0.000,,40.000,6.000,100.000,0.420,2000.000,7,0.010,,-34.266,8.000,100.000,0.420,2000.000,13,-0.081,-2750.000,-0.800,-1.400,0.600,95.700,80.000,4.000,,3000.000,,,False,False,False,0.000,2022-11-24T05:00:00Z,2022-11-24T23:00:00Z,2022-11-24T04:30:00Z,2022-11-24T23:30:00Z,18.000,high,400.000
pre_event_1h,1,292,high,1,1,0,1,60.000,2022-11-24T04:00:00Z,2022,11,4,1,-1.200,-1.620,0.420,97.000,80.000,4.000,,,1010.000,,,,,0,0,0,0,13,0,,4.000,,0.420,,3,0.000,,-71.429,6.000,200.000,0.420,,7,-0.060,,-7.419,6.000,100.000,0.420,2000.000,13,-0.032,-500.000,-1.200,-1.600,0.400,97.100,80.000,2.000,,3000.000,,,False,False,False,0.000,2022-11-24T05:00:00Z,2022-11-24T23:00:00Z,2022-11-24T04:30:00Z,2022-11-24T23:30:00Z,18.000,high,400.000
pre_event_6h,6,293,medium,1,0,0,1,360.000,2022-11-24T23:00:00Z,2022,11,23,0,-0.200,-0.760,0.560,96.000,,2.000,,500.000,1015.000,300.000,,8.000,8.000,0,0,1,0,13,0,0.000,2.000,300.000,0.560,500.000,3,-0.000,0.000,-0.000,2.000,300.000,0.560,500.000,7,-0.092,-171.429,-0.000,2.000,300.000,0.560,500.000,13,-0.058,-210.989,-0.200,-0.700,0.500,96.400,270.000,1.000,500.000,75.000,8.000,44.000,False,False,True,0.000,2022-11-25T05:00:00Z,2022-11-25T14:30:00Z,2022-11-25T04:30:00Z,,9.500,medium,1000.000
pre_event_3h,3,293,medium,1,0,0,1,180.000,2022-11-25T02:00:00Z,2022,11,2,1,0.000,-0.560,0.560,96.000,0.000,0.000,,,1016.000,,,,,0,0,0,0,13,0,,0.000,800.000,0.420,,3,0.140,,250.000,2.000,300.000,0.420,500.000,7,-0.000,,86.420,2.000,300.000,0.420,500.000,13,-0.056,-171.429,0.000,-0.600,0.600,95.700,220.000,0.000,,3000.000,,,False,False,False,0.000,2022-11-25T05:00:00Z,2022-11-25T14:30:00Z,2022-11-25T04:30:00Z,,9.500,medium,1000.000
pre_event_1h,1,293,medium,1,0,0,1,60.000,2022-11-25T04:00:00Z,2022,11,4,1,-0.100,-0.660,0.560,96.000,0.000,0.000,,,1016.000,400.000,400.000,,,0,0,0,0,13,0,-600.000,0.000,400.000,0.560,,3,-0.000,,-103.226,0.000,400.000,0.420,,7,0.050,,48.276,0.000,300.000,0.420,500.000,13,0.006,-0.000,-0.100,-0.700,0.600,95.700,180.000,0.000,,3000.000,,,False,False,False,0.000,2022-11-25T05:00:00Z,2022-11-25T14:30:00Z,2022-11-25T04:30:00Z,,9.500,medium,1000.000
pre_event_6h,6,294,medium,1,1,0,0,360.000,2022-11-26T01:00:00Z,2022,11,1,0,-1.100,-2.380,1.280,91.000,20.000,4.000,,,1022.000,5100.000,5100.000,,,0,0,0,0,3,0,4600.000,4.000,500.000,1.140,,3,0.140,,4600.000,4.000,500.000,1.140,,3,0.140,,4600.000,4.000,500.000,1.140,,3,0.140,,-1.100,-2.400,1.300,90.900,20.000,2.000,,3000.000,,,False,False,False,0.000,2022-11-26T07:00:00Z,2022-11-26T08:30:00Z,2022-11-26T06:30:00Z,,1.500,medium,200.000
pre_event_3h,3,294,medium,1,1,0,0,180.000,2022-11-26T04:00:00Z,2022,11,4,0,-1.700,-2.980,1.280,91.000,350.000,2.000,,,1023.000,300.000,300.000,,,0,0,0,0,9,0,-9600.000,4.000,300.000,1.130,,3,0.150,,-1139.130,4.000,300.000,1.130,,7,-0.011,,22.561,4.000,300.000,1.130,,9,0.004,,-1.700,-3.000,1.300,90.800,350.000,1.000,,3000.000,,,False,False,False,0.000,2022-11-26T07:00:00Z,2022-11-26T08:30:00Z,2022-11-26T06:30:00Z,,1.500,medium,200.000
pre_event_1h,1,294,medium,1,1,0,0,60.000,2022-11-26T06:00:00Z,2022,11,6,0,-2.800,-3.630,0.830,94.000,350.000,4.000,,,1024.000,,,,,0,0,0,0,13,0,,2.000,,0.830,,3,-0.290,,-9600.000,2.000,300.000,0.830,,7,-0.119,,22.561,4.000,300.000,0.830,,13,-0.043,,-2.800,-3.600,0.800,94.200,350.000,2.000,,3000.000,,,False,False,False,0.000,2022-11-26T07:00:00Z,2022-11-26T08:30:00Z,2022-11-26T06:30:00Z,,1.500,medium,200.000
pre_event_3h,3,295,high,1,1,0,1,180.000,2022-11-28T02:00:00Z,2022,11,2,1,-1.600,-2.150,0.550,96.000,90.000,4.000,,,1025.000,,,,,0,0,0,0,5,0,,4.000,200.000,0.550,,3,-0.010,,,4.000,200.000,0.550,,5,-0.010,,,4.000,200.000,0.550,,5,-0.010,,-1.600,-2.200,0.600,95.700,90.000,2.000,,3000.000,,,False,False,False,0.000,2022-11-28T05:00:00Z,2022-11-28T10:00:00Z,2022-11-28T04:30:00Z,2022-11-28T10:30:00Z,5.000,high,100.000
pre_event_1h,1,295,high,1,1,0,1,60.000,2022-11-28T04:00:00Z,2022,11,4,1,-1.300,-1.710,0.410,97.000,60.000,4.000,,,1024.000,,,,,0,0,0,0,9,0,,4.000,,0.410,,3,-0.150,,,4.000,200.000,0.410,,7,-0.050,,,4.000,200.000,0.410,,9,-0.040,,-1.300,-1.700,0.400,97.100,60.000,2.000,,3000.000,,,False,False,False,0.000,2022-11-28T05:00:00Z,2022-11-28T10:00:00Z,2022-11-28T04:30:00Z,2022-11-28T10:30:00Z,5.000,high,100.000
control,6,0,control,0,0,0,0,,2022-11-28T23:30:00Z,2022,11,23,0,1.700,-0.550,2.250,85.000,80.000,12.000,,10000.000,1021.000,1000.000,1000.000,,,0,0,0,0,13,0,0.000,12.000,1000.000,2.250,10000.000,3,0.000,0.000,7.143,14.000,1000.000,2.250,10000.000,7,-0.002,0.000,-1003.297,14.000,1000.000,2.250,10000.000,13,-0.035,0.000,2.000,-0.300,2.300,84.700,90.000,7.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-29T02:30:00Z,2022,11,2,1,0.800,-1.600,2.400,84.000,110.000,16.000,,,1021.000,1000.000,1000.000,,,0,0,0,0,13,0,0.000,16.000,1000.000,2.240,,3,0.160,,1.754,16.000,900.000,2.240,10000.000,7,0.052,,-9.274,14.000,900.000,2.240,10000.000,13,0.016,-0.000,1.200,-1.000,2.200,85.300,90.000,9.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-29T04:00:00Z,2022,11,4,1,0.500,-1.570,2.070,86.000,9.000,16.000,,,1021.000,800.000,800.000,,,0,0,0,0,13,0,-100.000,16.000,800.000,2.070,,3,-0.320,,-37.143,16.000,800.000,2.070,,7,-0.039,,-27.852,16.000,800.000,2.070,10000.000,13,0.001,-0.000,0.500,-1.600,2.100,85.800,90.000,8.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-29T04:30:00Z,2022,11,4,1,0.900,-1.180,2.080,86.000,90.000,14.000,,,1022.000,800.000,800.000,,,0,0,0,0,13,0,-100.000,16.000,800.000,2.070,,3,-0.150,,-91.429,16.000,800.000,2.070,,7,-0.094,,-36.431,16.000,800.000,2.070,10000.000,13,-0.013,-0.000,0.500,-1.600,2.100,85.800,90.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-29T06:00:00Z,2022,11,6,0,0.700,-1.370,2.070,86.000,100.000,16.000,,10000.000,1022.000,900.000,,8.000,8.000,0,0,0,0,13,0,100.000,16.000,800.000,2.070,9000.000,3,-0.160,1000.000,0.000,16.000,800.000,2.070,9000.000,7,-0.059,1000.000,-26.227,16.000,800.000,2.070,9000.000,13,-0.029,1000.000,0.700,-1.400,2.100,85.800,100.000,8.000,10000.000,250.000,8.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-29T12:00:00Z,2022,11,12,0,0.600,-1.630,2.230,85.000,80.000,14.000,,10000.000,1024.000,800.000,,8.000,8.000,0,0,0,0,13,0,-100.000,14.000,800.000,2.230,10000.000,3,-0.330,0.000,21.429,16.000,800.000,2.070,10000.000,7,0.092,-0.000,-6.593,16.000,800.000,2.060,10000.000,13,0.073,0.000,0.600,-1.300,1.900,87.100,80.000,7.000,10000.000,250.000,8.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-29T15:30:00Z,2022,11,15,0,0.700,-1.860,2.560,83.000,80.000,12.000,,10000.000,1024.000,1200.000,,8.000,8.000,0,0,0,0,13,0,100.000,12.000,1100.000,2.400,8000.000,3,0.160,2000.000,157.143,12.000,800.000,2.230,8000.000,7,0.130,142.857,57.143,14.000,800.000,2.070,8000.000,13,0.025,-208.791,0.900,-1.600,2.500,83.400,100.000,6.000,9000.000,450.000,8.000,10.000,True,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-29T18:30:00Z,2022,11,18,0,1.000,-1.400,2.400,84.000,100.000,10.000,,10000.000,1025.000,1100.000,,8.000,8.000,0,0,0,0,13,0,0.000,10.000,1100.000,2.400,10000.000,3,0.000,0.000,-57.143,10.000,1100.000,2.400,10000.000,7,-0.069,-0.000,54.945,12.000,800.000,2.230,8000.000,13,0.037,252.747,1.000,-1.700,2.700,82.200,100.000,5.000,10000.000,450.000,8.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-29T23:00:00Z,2022,11,23,0,0.500,-1.890,2.390,84.000,100.000,12.000,,10000.000,1026.000,1000.000,,8.000,8.000,0,0,0,0,13,0,-100.000,12.000,1000.000,2.390,10000.000,3,0.000,0.000,-707.143,10.000,1000.000,2.230,10000.000,7,0.034,-0.000,252.747,10.000,1000.000,2.230,10000.000,13,-0.016,0.000,0.500,-1.900,2.400,83.900,100.000,6.000,10000.000,450.000,8.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-30T23:00:00Z,2022,11,23,0,0.400,-2.310,2.710,82.000,100.000,6.000,,10000.000,1030.000,1200.000,,8.000,8.000,0,0,0,0,13,0,-100.000,6.000,1200.000,2.710,10000.000,3,0.000,0.000,-50.000,7.000,1200.000,2.710,10000.000,7,-0.132,-0.000,-37.310,8.000,1200.000,2.710,10000.000,13,-0.136,0.000,0.400,-2.300,2.700,82.100,100.000,3.000,10000.000,450.000,8.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-12-01T02:30:00Z,2022,12,2,1,0.300,-2.410,2.710,82.000,80.000,6.000,,,1030.000,1800.000,1800.000,,,0,0,0,0,13,0,100.000,8.000,1700.000,2.550,,3,0.000,,114.286,8.000,1400.000,2.550,,7,-0.096,,107.692,7.000,1200.000,2.550,10000.000,13,-0.032,-0.000,0.400,-2.100,2.500,83.300,70.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-12-01T03:00:00Z,2022,12,3,1,0.300,-2.410,2.710,82.000,70.000,6.000,,,1030.000,1800.000,1800.000,,,0,0,0,0,13,0,100.000,6.000,1700.000,2.550,,3,0.160,,78.571,6.000,1500.000,2.550,,7,-0.086,,108.791,6.000,1200.000,2.550,10000.000,13,-0.035,-0.000,0.300,-2.400,2.700,82.100,70.000,3.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-12-01T08:30:00Z,2022,12,8,0,1.000,-1.400,2.400,84.000,60.000,6.000,,10000.000,1030.000,2000.000,,8.000,8.000,0,0,0,0,13,0,100.000,6.000,1900.000,2.240,10000.000,3,-4.930,0.000,142.857,6.000,1600.000,2.230,10000.000,7,0.345,-0.000,26.374,6.000,1600.000,2.230,10000.000,13,0.145,0.000,0.800,-1.400,2.200,85.200,60.000,3.000,10000.000,450.000,8.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-12-02T00:30:00Z,2022,12,0,1,-0.400,-3.430,3.030,80.000,90.000,8.000,,,1028.000,1500.000,1500.000,,,0,0,0,0,13,0,0.000,8.000,1500.000,2.870,,3,0.150,,-128.571,8.000,1500.000,1.300,10000.000,7,0.675,0.000,-75.824,8.000,1500.000,1.300,10000.000,13,0.224,0.000,-0.100,-3.100,3.000,80.200,70.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-12-02T07:00:00Z,2022,12,7,0,-2.200,-5.520,3.320,78.000,100.000,8.000,,10000.000,1028.000,1400.000,,8.000,8.000,0,0,0,0,13,0,-100.000,10.000,1400.000,3.320,10000.000,3,0.000,0.000,-21.429,10.000,1400.000,3.160,10000.000,7,-0.019,0.000,-19.780,10.000,1300.000,3.000,10000.000,13,0.030,0.000,-2.200,-5.500,3.300,78.100,100.000,4.000,10000.000,450.000,8.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-12-02T10:00:00Z,2022,12,10,0,-2.400,-6.050,3.650,76.000,50.000,12.000,,10000.000,1029.000,1500.000,,8.000,8.000,0,0,0,0,13,0,100.000,12.000,1400.000,3.320,10000.000,3,0.330,0.000,14.286,10.000,1400.000,3.150,10000.000,7,0.118,-0.000,-14.286,10.000,1400.000,3.150,10000.000,13,0.002,0.000,-2.400,-6.000,3.600,76.300,50.000,6.000,10000.000,450.000,8.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-12-02T20:00:00Z,2022,12,20,1,-3.700,-6.490,2.790,81.000,70.000,12.000,,,1029.000,1100.000,1100.000,,,0,0,0,0,13,0,0.000,12.000,1100.000,2.790,,3,-0.170,,-71.429,10.000,1100.000,2.790,,7,-0.122,,-65.934,10.000,1100.000,2.790,10000.000,13,-0.098,-0.000,-3.700,-6.500,2.800,80.900,70.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,296,high,1,0,0,1,360.000,2022-12-05T07:30:00Z,2022,12,7,0,-0.100,-1.390,1.290,91.000,80.000,18.000,,8000.000,1022.000,600.000,,8.000,8.000,0,0,0,0,6,0,0.000,16.000,600.000,1.290,8000.000,3,0.000,0.000,0.000,16.000,600.000,1.290,8000.000,6,-0.001,-1028.571,0.000,16.000,600.000,1.290,8000.000,6,-0.001,-1028.571,0.000,-1.600,1.600,89.000,100.000,8.000,8000.000,150.000,8.000,10.000,True,False,False,30.000,2022-12-05T13:30:00Z,2022-12-05T23:00:00Z,2022-12-05T13:00:00Z,2022-12-06T00:00:00Z,9.500,high,1200.000
pre_event_3h,3,296,high,1,0,0,1,180.000,2022-12-05T10:30:00Z,2022,12,10,0,0.000,-1.600,1.600,89.000,100.000,14.000,,8000.000,1021.000,700.000,,8.000,8.000,0,0,0,0,12,0,0.000,14.000,700.000,1.600,8000.000,3,0.000,0.000,42.857,16.000,600.000,1.290,8000.000,7,0.122,0.000,22.378,16.000,600.000,1.290,8000.000,12,0.072,-377.622,0.100,-1.500,1.600,89.000,100.000,7.000,8000.000,250.000,8.000,10.000,True,False,False,30.000,2022-12-05T13:30:00Z,2022-12-05T23:00:00Z,2022-12-05T13:00:00Z,2022-12-06T00:00:00Z,9.500,high,1200.000
pre_event_1h,1,296,high,1,0,0,1,60.000,2022-12-05T12:30:00Z,2022,12,12,0,0.000,-1.000,1.000,93.000,90.000,12.000,,6000.000,1020.000,600.000,,8.000,8.000,0,0,0,0,13,0,0.000,14.000,600.000,1.000,6000.000,3,-0.450,-2000.000,-42.857,14.000,600.000,1.000,6000.000,7,-0.161,-714.286,2.198,14.000,600.000,1.000,6000.000,13,0.010,-241.758,0.500,-0.900,1.400,90.300,100.000,7.000,6000.000,150.000,8.000,10.000,True,False,False,30.000,2022-12-05T13:30:00Z,2022-12-05T23:00:00Z,2022-12-05T13:00:00Z,2022-12-06T00:00:00Z,9.500,high,1200.000
pre_event_6h,6,297,medium,1,1,0,0,360.000,2022-12-05T23:00:00Z,2022,12,23,0,1.000,0.580,0.420,97.000,160.000,4.000,,1500.000,1017.000,300.000,,8.000,8.000,1,0,0,0,13,2,-100.000,4.000,300.000,0.420,1500.000,3,0.000,0.000,7.143,4.000,300.000,0.420,1200.000,7,0.001,-107.143,-24.176,4.000,300.000,0.420,1200.000,13,-0.024,-268.132,1.000,0.600,0.400,97.200,160.000,2.000,1500.000,150.000,8.000,10.000,True,False,False,0.000,2022-12-06T05:00:00Z,2022-12-06T06:00:00Z,2022-12-06T04:30:00Z,,1.000,medium,100.000
pre_event_3h,3,297,medium,1,1,0,0,180.000,2022-12-06T02:00:00Z,2022,12,2,1,1.700,1.130,0.570,96.000,160.000,4.000,,,1016.000,200.000,200.000,,,0,0,0,0,12,0,-200.000,4.000,200.000,0.570,,3,-0.000,,-25.714,4.000,200.000,0.420,1500.000,6,0.043,,-8.660,4.000,200.000,0.420,1200.000,12,0.034,-107.143,1.700,1.100,0.600,95.800,160.000,2.000,,3000.000,,,False,False,False,0.000,2022-12-06T05:00:00Z,2022-12-06T06:00:00Z,2022-12-06T04:30:00Z,,1.000,medium,100.000
