sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
pre_event_1h,1,279,high,1,0,1,0,60.000,2022-10-27T16:30:00Z,2022,10,16,0,12.600,10.490,2.110,87.000,160.000,2.000,,10000.000,1026.000,,,2.000,2.000,0,0,0,0,13,0,,4.000,,2.110,10000.000,3,-1.310,0.000,,6.000,,2.110,10000.000,7,-1.138,-0.000,,8.000,,2.110,10000.000,13,-0.360,0.000,14.000,11.300,2.700,83.800,210.000,2.000,10000.000,3000.000,3.000,,False,False,False,30.000,2022-10-27T17:30:00Z,2022-10-27T21:00:00Z,2022-10-27T17:00:00Z,2022-10-27T21:30:00Z,3.500,high,1500.000
pre_event_6h,6,280,high,1,1,0,1,360.000,2022-10-27T22:00:00Z,2022,10,22,0,29.600,29.250,0.350,98.000,190.000,4.000,,,1026.000,,,,,0,0,0,0,13,0,,4.000,,0.300,1500.000,3,0.050,,,6.000,,0.300,1500.000,7,-0.079,-800.000,,6.000,,0.300,1500.000,13,-0.325,-1936.364,9.600,9.100,0.500,96.700,190.000,2.000,,3000.000,,,False,False,False,0.000,2022-10-28T04:00:00Z,2022-10-28T09:00:00Z,2022-10-28T03:30:00Z,2022-10-28T09:30:00Z,5.000,high,300.000
pre_event_3h,3,280,high,1,1,0,1,180.000,2022-10-28T01:00:00Z,2022,10,1,0,8.400,8.100,0.300,98.000,150.000,8.000,,,1024.000,,,,,0,0,0,0,13,0,,8.000,,0.300,,3,0.000,,,4.000,,0.300,,7,-0.000,,,6.000,,0.300,1500.000,13,-0.018,-800.000,8.400,8.100,0.300,98.000,150.000,4.000,,3000.000,,,False,False,False,0.000,2022-10-28T04:00:00Z,2022-10-28T09:00:00Z,2022-10-28T03:30:00Z,2022-10-28T09:30:00Z,5.000,high,300.000
pre_event_1h,1,280,high,1,1,0,1,60.000,2022-10-28T03:00:00Z,2022,10,3,0,8.500,8.050,0.450,97.000,160.000,8.000,,,1023.000,,,,,0,0,0,0,13,0,,6.000,,0.450,,3,0.000,,,6.000,,0.300,,7,0.043,,,6.000,,0.300,1500.000,13,0.024,,8.500,8.300,0.200,98.700,160.000,4.000,,3000.000,,,False,False,False,0.000,2022-10-28T04:00:00Z,2022-10-28T09:00:00Z,2022-10-28T03:30:00Z,2022-10-28T09:30:00Z,5.000,high,300.000
control,3,0,control,0,0,0,0,,2022-10-29T01:00:00Z,2022,10,1,1,13.400,10.210,3.190,81.000,190.000,8.000,,,1018.000,16000.000,16000.000,,,0,0,0,0,3,0,,8.000,16000.000,3.020,,3,0.170,,,8.000,16000.000,3.020,,3,0.170,,,8.000,16000.000,3.020,,3,0.170,,13.400,10.200,3.200,81.000,190.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-10-29T02:30:00Z,2022,10,2,1,13.300,10.290,3.010,82.000,210.000,10.000,,,1017.000,,,,,0,0,0,0,6,0,,8.000,16800.000,2.640,,3,0.370,,800.000,8.000,16000.000,2.640,,6,-0.099,,800.000,8.000,16000.000,2.640,,6,-0.099,,13.000,10.200,2.800,83.100,190.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-10-30T16:00:00Z,2022,10,16,1,13.800,12.850,0.950,94.000,130.000,4.000,,,1018.000,,,,,0,0,0,0,13,0,,4.000,,0.950,,3,-1.200,,,4.000,,0.950,,7,-0.498,,,4.000,2600.000,0.950,,13,-0.312,,13.800,12.900,0.900,94.300,130.000,2.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,281,medium,1,1,0,0,360.000,2022-10-30T23:00:00Z,2022,10,23,1,7.900,7.600,0.300,98.000,100.000,4.000,,,1018.000,,,,,0,0,0,0,13,0,,2.000,,0.300,,3,0.000,,,2.000,,0.300,,7,-0.032,,,4.000,,0.300,,13,-0.050,,7.900,7.600,0.300,98.000,100.000,2.000,,3000.000,,,False,False,False,0.000,2022-10-31T05:00:00Z,2022-10-31T14:00:00Z,2022-10-31T04:30:00Z,,9.000,medium,100.000
pre_event_3h,3,281,medium,1,1,0,0,180.000,2022-10-31T02:00:00Z,2022,10,2,0,8.900,8.600,0.300,98.000,0.000,0.000,,,1019.000,,,,,0,0,0,0,13,0,,0.000,,0.300,,3,0.000,,,0.000,,0.300,,7,0.000,,,2.000,,0.300,,13,-0.010,,8.900,8.600,0.300,98.000,130.000,0.000,,3000.000,,,False,False,False,0.000,2022-10-31T05:00:00Z,2022-10-31T14:00:00Z,2022-10-31T04:30:00Z,,9.000,medium,100.000
pre_event_1h,1,281,medium,1,1,0,0,60.000,2022-10-31T04:00:00Z,2022,10,4,0,8.800,8.500,0.300,98.000,0.000,0.000,,,1019.000,,,,,0,0,0,0,13,0,,0.000,,0.300,,3,0.000,,,0.000,,0.300,,7,0.000,,,0.000,,0.300,,13,-0.000,,8.800,8.500,0.300,98.000,0.000,0.000,,3000.000,,,False,False,False,0.000,2022-10-31T05:00:00Z,2022-10-31T14:00:00Z,2022-10-31T04:30:00Z,,9.000,medium,100.000
pre_event_6h,6,283,high,1,0,0,1,360.000,2022-11-03T00:30:00Z,2022,11,0,0,7.400,4.170,3.230,80.000,230.000,10.000,,,1022.000,,,,,0,0,0,0,12,0,,9.000,,3.230,,2,-0.360,,,9.000,,3.230,10000.000,6,-0.374,0.000,,9.000,,3.230,10000.000,12,-0.080,0.000,7.500,4.100,3.400,79.000,240.000,4.000,,3000.000,,,False,False,False,30.000,2022-11-03T06:30:00Z,2022-11-03T06:30:00Z,2022-11-03T06:00:00Z,2022-11-03T07:00:00Z,0.000,high,5000.000
pre_event_3h,3,283,high,1,0,0,1,180.000,2022-11-03T03:30:00Z,2022,11,3,0,5.600,3.110,2.490,84.000,210.000,8.000,,,1021.000,,,,,0,0,0,0,12,0,,10.000,,2.490,,3,-0.190,,,10.000,,2.490,,7,-0.236,,,10.000,,2.490,10000.000,12,-0.301,-0.000,5.900,3.400,2.500,84.000,220.000,5.000,,3000.000,,,False,False,False,30.000,2022-11-03T06:30:00Z,2022-11-03T06:30:00Z,2022-11-03T06:00:00Z,2022-11-03T07:00:00Z,0.000,high,5000.000
pre_event_1h,1,283,high,1,0,0,1,60.000,2022-11-03T05:30:00Z,2022,11,5,0,3.400,1.280,2.120,86.000,180.000,4.000,,10000.000,1022.000,,,0.000,0.000,0,0,0,0,12,0,,4.000,,1.820,10000.000,3,-0.030,0.000,,8.000,,1.820,10000.000,7,-0.241,0.000,,10.000,,1.820,10000.000,12,-0.256,0.000,4.600,2.800,1.800,88.100,190.000,2.000,10000.000,3000.000,0.000,,False,False,False,30.000,2022-11-03T06:30:00Z,2022-11-03T06:30:00Z,2022-11-03T06:00:00Z,2022-11-03T07:00:00Z,0.000,high,5000.000
control,1,0,control,0,0,0,0,,2022-11-03T20:30:00Z,2022,11,20,0,7.300,3.160,4.140,75.000,90.000,14.000,,10000.000,1013.000,,,0.000,0.000,0,0,0,0,13,0,,16.000,,4.130,10000.000,3,0.010,0.000,,16.000,,2.630,10000.000,7,0.472,-0.000,,12.000,,2.630,10000.000,13,-0.126,0.000,7.400,3.300,4.100,75.200,100.000,8.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-04T02:30:00Z,2022,11,2,0,8.100,3.930,4.170,75.000,100.000,14.000,,,1008.000,,,,,0,0,0,0,13,0,600.000,12.000,5600.000,4.170,,3,0.000,,97.674,16.000,5100.000,3.790,,7,0.113,,106.849,14.000,5100.000,3.750,10000.000,13,0.029,-0.000,8.400,4.300,4.100,75.400,110.000,6.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-04T03:30:00Z,2022,11,3,0,8.200,4.410,3.790,77.000,100.000,14.000,,,1008.000,3600.000,3600.000,,,0,0,0,0,13,0,,14.000,3600.000,3.790,,3,-0.380,,-742.857,14.000,3600.000,3.790,,7,-0.016,,-212.579,14.000,3600.000,3.750,10000.000,13,0.029,-0.000,8.100,4.300,3.800,76.900,100.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-04T04:00:00Z,2022,11,4,0,8.400,4.410,3.990,76.000,90.000,12.000,,,1008.000,3900.000,3900.000,,,0,0,0,0,13,0,600.000,14.000,3600.000,3.790,,3,-0.170,,-668.657,14.000,3600.000,3.790,,7,-0.055,,-273.333,14.000,3600.000,3.750,10000.000,13,0.024,-0.000,8.400,4.400,4.000,75.900,90.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-04T09:30:00Z,2022,11,9,0,9.200,5.560,3.640,78.000,100.000,14.000,,10000.000,1007.000,8000.000,,7.000,7.000,0,0,0,0,13,0,4500.000,14.000,3500.000,3.630,10000.000,3,-0.180,0.000,1578.571,14.000,3500.000,3.610,10000.000,7,0.024,-0.000,507.692,14.000,3400.000,3.240,10000.000,13,-0.005,-0.000,9.100,5.300,3.800,77.100,100.000,7.000,10000.000,1250.000,6.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-07T02:00:00Z,2022,11,2,0,2.400,1.680,0.720,95.000,130.000,8.000,,,1014.000,,,,,0,0,0,0,5,0,,8.000,,0.720,,3,-0.290,,,8.000,,0.720,,5,-0.330,,,8.000,,0.720,,5,-0.330,,2.400,1.700,0.700,95.100,130.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-07T02:30:00Z,2022,11,2,0,2.400,1.680,0.720,95.000,160.000,4.000,,,1014.000,,,,,0,0,0,0,6,0,,8.000,,0.720,,3,-0.150,,,8.000,,0.720,,6,-0.274,,,8.000,,0.720,,6,-0.274,,2.400,1.700,0.700,95.100,130.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-07T04:30:00Z,2022,11,4,0,3.000,2.420,0.580,96.000,140.000,10.000,,,1013.000,,,,,0,0,0,0,10,0,,10.000,,0.570,,3,0.010,,,8.000,,0.570,,7,-0.093,,,8.000,,0.570,,10,-0.167,,2.900,2.300,0.600,95.800,140.000,5.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-07T05:30:00Z,2022,11,5,0,3.400,2.820,0.580,96.000,140.000,12.000,,8000.000,1013.000,,,7.000,7.000,0,0,0,0,12,0,,10.000,,0.570,8000.000,3,0.000,-4000.000,,10.000,,0.570,8000.000,7,-0.049,-4000.000,,9.000,,0.570,8000.000,12,-0.131,-4000.000,2.600,2.300,0.300,97.900,130.000,5.000,10000.000,3000.000,7.000,13.000,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-07T14:00:00Z,2022,11,14,0,9.300,5.840,3.460,79.000,190.000,10.000,,10000.000,1014.000,3400.000,,7.000,7.000,0,0,0,0,13,0,100.000,10.000,3300.000,3.460,10000.000,3,-0.370,0.000,-7.143,10.000,3200.000,3.460,10000.000,7,-0.197,-0.000,-1256.309,10.000,3200.000,0.730,6000.000,13,0.486,626.374,9.300,5.500,3.800,77.100,200.000,4.000,10000.000,800.000,7.000,20.000,False,False,False,60.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-07T23:30:00Z,2022,11,23,0,8.400,6.190,2.210,86.000,190.000,8.000,,,1015.000,,,,,0,0,0,0,13,0,-0.000,8.000,6000.000,2.210,10000.000,3,-0.170,-0.000,-971.429,8.000,6000.000,1.690,10000.000,7,0.162,-0.000,-1000.000,8.000,6000.000,1.520,10000.000,13,0.117,-0.000,8.500,6.300,2.200,86.000,190.000,4.000,10000.000,1750.000,7.000,19.000,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-08T00:30:00Z,2022,11,0,0,8.200,6.000,2.200,86.000,170.000,6.000,,,1015.000,,,,,0,0,0,0,13,0,,8.000,6300.000,2.200,,3,-0.010,,-643.243,8.000,6000.000,2.030,10000.000,7,0.000,0.000,-759.398,8.000,6000.000,1.520,10000.000,13,0.143,-0.000,8.300,6.100,2.200,86.000,200.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-08T07:30:00Z,2022,11,7,0,9.400,6.120,3.280,80.000,170.000,8.000,,10000.000,1015.000,,,2.000,2.000,0,0,0,0,13,0,,8.000,,2.370,10000.000,3,0.910,0.000,120.000,10.000,5800.000,2.040,10000.000,7,0.327,-0.000,-127.273,8.000,5800.000,2.040,10000.000,13,0.136,-0.000,10.200,-90.500,100.700,0.000,190.000,5.000,10000.000,2250.000,2.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-08T12:30:00Z,2022,11,12,0,14.000,8.400,5.600,69.000,160.000,12.000,,10000.000,1015.000,,,3.000,3.000,0,0,0,0,13,0,,12.000,,5.590,10000.000,3,0.010,0.000,,10.000,,4.690,10000.000,7,0.326,-0.000,,10.000,,2.370,10000.000,13,0.559,0.000,14.200,8.600,5.600,69.000,180.000,6.000,10000.000,3000.000,3.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-08T14:30:00Z,2022,11,14,0,12.600,8.290,4.310,75.000,160.000,10.000,,10000.000,1014.000,,,5.000,5.000,0,0,0,0,13,0,,10.000,,4.310,10000.000,3,-1.070,0.000,,12.000,,4.310,10000.000,7,-0.471,-0.000,,10.000,,4.060,10000.000,13,0.093,0.000,13.300,9.000,4.300,75.200,160.000,4.000,10000.000,3000.000,3.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-08T23:00:00Z,2022,11,23,0,7.300,5.930,1.370,91.000,150.000,10.000,,,1013.000,,,,,0,0,0,0,13,0,,8.000,,1.370,10000.000,3,-0.320,-0.000,,8.000,,1.370,10000.000,7,-0.121,-0.000,,8.000,,1.370,10000.000,13,-0.195,-0.000,7.300,5.900,1.400,90.800,150.000,5.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-09T04:30:00Z,2022,11,4,1,7.000,5.150,1.850,88.000,180.000,12.000,,,1012.000,,,,,0,0,0,0,13,0,1200.000,14.000,17000.000,1.690,,3,0.160,,1200.000,10.000,17000.000,1.360,,7,0.199,,-1390.323,10.000,17000.000,1.210,10000.000,13,0.079,,7.000,5.200,1.800,88.300,160.000,7.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-10T04:30:00Z,2022,11,4,1,9.400,7.180,2.220,86.000,220.000,10.000,,,1015.000,,,,,0,0,0,0,13,0,,10.000,4000.000,2.220,,3,-0.170,,,8.000,4000.000,1.710,,7,0.146,,-1500.513,8.000,4000.000,1.530,10000.000,13,0.159,-0.000,9.300,6.900,2.400,85.000,240.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,284,high,1,0,0,1,360.000,2022-11-14T02:00:00Z,2022,11,2,1,6.200,3.530,2.670,83.000,110.000,10.000,,,1027.000,1200.000,1200.000,,,0,0,0,0,5,0,-100.000,12.000,1100.000,2.170,,3,0.500,,-120.000,12.000,1100.000,1.050,,5,0.810,,-120.000,12.000,1100.000,1.050,,5,0.810,,6.200,4.000,2.200,85.800,110.000,5.000,,3000.000,,,False,False,False,0.000,2022-11-14T08:00:00Z,2022-11-14T08:00:00Z,2022-11-14T07:30:00Z,2022-11-14T08:30:00Z,0.000,high,5000.000
pre_event_3h,3,284,high,1,0,0,1,180.000,2022-11-14T05:00:00Z,2022,11,5,0,5.800,4.290,1.510,90.000,110.000,12.000,,10000.000,1025.000,600.000,,8.000,8.000,0,0,0,0,11,0,-100.000,12.000,600.000,1.510,10000.000,3,-0.330,,-113.687,12.000,600.000,1.510,10000.000,7,-0.278,,-165.635,12.000,600.000,1.050,10000.000,11,0.029,,5.800,4.300,1.500,90.100,110.000,6.000,10000.000,150.000,8.000,,False,False,False,0.000,2022-11-14T08:00:00Z,2022-11-14T08:00:00Z,2022-11-14T07:30:00Z,2022-11-14T08:30:00Z,0.000,high,5000.000
pre_event_1h,1,284,high,1,0,0,1,60.000,2022-11-14T07:00:00Z,2022,11,7,0,5.800,4.440,1.360,91.000,120.000,12.000,,6000.000,1025.000,600.000,,8.000,8.000,0,0,0,0,13,0,0.000,12.000,600.000,1.350,6000.000,3,-0.150,0.000,-35.714,12.000,600.000,1.350,6000.000,7,-0.149,-2400.000,-103.364,12.000,600.000,1.350,6000.000,13,-0.179,-2400.000,5.800,4.400,1.400,90.700,120.000,6.000,6000.000,150.000,8.000,10.000,True,False,False,0.000,2022-11-14T08:00:00Z,2022-11-14T08:00:00Z,2022-11-14T07:30:00Z,2022-11-14T08:30:00Z,0.000,high,5000.000
pre_event_6h,6,285,high,1,0,0,1,360.000,2022-11-14T09:00:00Z,2022,11,9,0,6.100,4.420,1.680,89.000,110.000,14.000,,6000.000,1025.000,700.000,,8.000,8.000,0,0,0,0,13,0,100.000,12.000,600.000,1.360,5000.000,3,0.320,1000.000,21.429,12.000,600.000,1.350,5000.000,7,0.061,-71.429,-19.780,12.000,600.000,1.350,5000.000,13,-0.090,-1000.000,6.100,4.500,1.600,89.500,110.000,7.000,6000.000,250.000,8.000,10.000,True,False,False,0.000,2022-11-14T15:00:00Z,2022-11-14T15:00:00Z,2022-11-14T14:30:00Z,2022-11-14T15:30:00Z,0.000,high,5000.000
pre_event_3h,3,285,high,1,0,0,1,180.000,2022-11-14T12:00:00Z,2022,11,12,0,6.600,4.920,1.680,89.000,120.000,12.000,,6000.000,1023.000,600.000,,8.000,8.000,0,0,0,0,13,0,0.000,12.000,600.000,1.520,6000.000,3,0.000,0.000,-42.857,12.000,600.000,1.520,6000.000,7,-0.057,0.000,6.593,12.000,600.000,1.350,5000.000,13,0.054,21.978,6.600,4.700,1.900,87.700,120.000,6.000,6000.000,150.000,8.000,10.000,True,False,False,0.000,2022-11-14T15:00:00Z,2022-11-14T15:00:00Z,2022-11-14T14:30:00Z,2022-11-14T15:30:00Z,0.000,high,5000.000
pre_event_1h,1,285,high,1,0,0,1,60.000,2022-11-14T14:00:00Z,2022,11,14,0,6.600,4.590,2.010,87.000,110.000,16.000,,7000.000,1022.000,700.000,,7.000,7.000,0,0,0,0,13,0,0.000,14.000,700.000,2.010,7000.000,3,-0.170,0.000,42.857,12.000,600.000,1.520,6000.000,7,0.176,428.571,5.495,12.000,600.000,1.360,5000.000,13,0.092,230.769,6.600,4.600,2.000,87.100,110.000,8.000,7000.000,250.000,7.000,11.000,False,True,False,0.000,2022-11-14T15:00:00Z,2022-11-14T15:00:00Z,2022-11-14T14:30:00Z,2022-11-14T15:30:00Z,0.000,high,5000.000
pre_event_6h,6,286,high,1,1,0,0,360.000,2022-11-14T23:00:00Z,2022,11,23,0,4.800,3.920,0.880,94.000,110.000,10.000,,7000.000,1019.000,400.000,,8.000,8.000,0,0,0,0,13,0,-100.000,8.000,400.000,0.880,7000.000,3,-0.310,-3000.000,21.429,8.000,400.000,0.880,7000.000,7,-0.056,-928.571,-2.198,12.000,400.000,0.880,7000.000,13,0.003,-307.692,4.800,3.900,0.900,93.900,110.000,5.000,7000.000,150.000,8.000,10.000,True,False,False,0.000,2022-11-15T05:00:00Z,2022-11-15T22:30:00Z,2022-11-15T04:30:00Z,2022-11-15T23:00:00Z,17.500,high,300.000
pre_event_3h,3,286,high,1,1,0,0,180.000,2022-11-15T02:00:00Z,2022,11,2,1,4.400,4.110,0.290,98.000,120.000,8.000,,,1017.000,,,,,0,0,0,0,13,0,,10.000,,0.290,,3,0.000,,-200.000,10.000,200.000,0.290,7000.000,7,-0.210,,-43.333,10.000,200.000,0.290,7000.000,13,-0.180,-928.571,4.400,4.100,0.300,97.900,120.000,4.000,,3000.000,,,False,False,False,0.000,2022-11-15T05:00:00Z,2022-11-15T22:30:00Z,2022-11-15T04:30:00Z,2022-11-15T23:00:00Z,17.500,high,300.000
pre_event_1h,1,286,high,1,1,0,0,60.000,2022-11-15T04:00:00Z,2022,11,4,1,4.300,3.870,0.430,97.000,160.000,8.000,,,1016.000,200.000,200.000,,,0,0,0,0,13,0,,8.000,200.000,0.290,,3,0.140,,,8.000,200.000,0.290,,7,0.030,,-47.857,8.000,200.000,0.290,7000.000,13,-0.140,-3000.000,4.300,3.900,0.400,97.200,160.000,4.000,,3000.000,,,False,False,False,0.000,2022-11-15T05:00:00Z,2022-11-15T22:30:00Z,2022-11-15T04:30:00Z,2022-11-15T23:00:00Z,17.500,high,300.000
pre_event_6h,6,287,high,1,0,0,1,360.000,2022-11-15T23:00:00Z,2022,11,23,0,4.600,3.870,0.730,95.000,70.000,10.000,,,1011.000,700.000,700.000,,,0,0,0,0,13,0,300.000,12.000,400.000,0.580,500.000,3,0.150,-0.000,21.429,10.000,300.000,0.580,500.000,7,0.030,-68.571,64.835,8.000,200.000,0.580,300.000,13,0.010,54.545,4.600,3.900,0.700,95.200,70.000,5.000,,3000.000,,,False,False,False,0.000,2022-11-16T05:00:00Z,2022-11-16T05:30:00Z,2022-11-16T04:30:00Z,2022-11-16T06:00:00Z,0.500,high,1200.000
pre_event_3h,3,287,high,1,0,0,1,180.000,2022-11-16T02:00:00Z,2022,11,2,1,4.700,3.510,1.190,92.000,30.000,10.000,,,1011.000,600.000,600.000,,,0,0,0,0,13,0,-400.000,8.000,600.000,1.040,,3,0.150,,-0.000,10.000,600.000,0.730,,7,0.144,,65.842,10.000,300.000,0.580,500.000,13,0.101,-68.571,4.700,3.500,1.200,91.900,30.000,5.000,,3000.000,,,False,False,False,0.000,2022-11-16T05:00:00Z,2022-11-16T05:30:00Z,2022-11-16T04:30:00Z,2022-11-16T06:00:00Z,0.500,high,1200.000
pre_event_1h,1,287,high,1,0,0,1,60.000,2022-11-16T04:00:00Z,2022,11,4,1,4.700,3.660,1.040,93.000,30.000,12.000,,,1010.000,3200.000,3200.000,,,0,0,0,0,13,0,300.000,8.000,2600.000,0.880,,3,0.160,,880.000,8.000,600.000,0.880,,7,-0.022,,423.031,10.000,400.000,0.580,500.000,13,0.079,-0.000,4.700,3.700,1.000,93.200,30.000,6.000,,3000.000,,,False,False,False,0.000,2022-11-16T05:00:00Z,2022-11-16T05:30:00Z,2022-11-16T04:30:00Z,2022-11-16T06:00:00Z,0.500,high,1200.000
control,6,0,control,0,0,0,0,,2022-11-16T23:30:00Z,2022,11,23,0,2.500,-1.300,3.800,76.000,60.000,18.000,,,1009.000,1900.000,1900.000,,,0,0,0,0,13,0,-100.000,18.000,1900.000,3.620,10000.000,3,0.180,-0.000,-235.714,16.000,1900.000,3.440,10000.000,7,0.141,-0.000,-121.978,16.000,1900.000,3.430,10000.000,13,0.033,-0.000,2.600,-1.200,3.800,76.000,50.000,8.000,10000.000,800.000,8.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-17T02:00:00Z,2022,11,2,1,1.800,-2.340,4.140,74.000,60.000,20.000,,,1009.000,2000.000,2000.000,,,0,0,0,0,13,0,100.000,18.000,1900.000,3.790,,3,0.350,,7.143,18.000,1900.000,3.790,10000.000,7,0.081,,-129.670,18.000,1900.000,3.440,10000.000,13,0.117,0.000,1.800,-2.400,4.200,73.700,60.000,10.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-17T04:30:00Z,2022,11,4,1,1.100,-2.840,3.940,75.000,60.000,20.000,,,1009.000,1700.000,1700.000,,,0,0,0,0,13,0,-100.000,22.000,1700.000,3.770,,3,0.170,,-100.000,20.000,1700.000,3.770,,7,-0.061,,-37.363,18.000,1700.000,3.620,10000.000,13,0.033,-0.000,1.100,-2.800,3.900,75.200,60.000,11.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-17T09:00:00Z,2022,11,9,0,0.900,-2.680,3.580,77.000,60.000,14.000,,10000.000,1009.000,2200.000,,8.000,8.000,0,0,0,0,13,0,0.000,12.000,2000.000,2.870,10000.000,3,0.710,0.000,50.000,14.000,2000.000,2.870,10000.000,7,-0.021,-0.000,63.736,16.000,1700.000,2.870,10000.000,13,-0.164,-0.000,0.900,-2.700,3.600,76.900,60.000,7.000,10000.000,800.000,8.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2022-11-18T01:00:00Z,2022,11,1,0,-3.300,-5.150,1.850,87.000,20.000,10.000,,,1007.000,2400.000,2400.000,,,0,0,0,0,13,0,-200.000,8.000,2400.000,1.850,,3,-0.150,,-200.000,6.000,2400.000,1.850,10000.000,7,-0.322,,21.147,7.000,2100.000,1.850,10000.000,13,-0.496,0.000,-3.300,-5.200,1.900,86.700,20.000,5.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-18T02:00:00Z,2022,11,2,0,-3.000,-4.710,1.710,88.000,70.000,6.000,,,1006.000,2400.000,2400.000,,,0,0,0,0,13,0,0.000,10.000,2200.000,1.710,,3,-0.140,,-100.000,6.000,2200.000,1.710,,7,-0.184,,24.419,7.000,2100.000,1.710,10000.000,13,-0.497,-0.000,-3.000,-4.700,1.700,88.000,70.000,3.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2022-11-18T02:30:00Z,2022,11,2,0,-3.000,-4.560,1.560,89.000,60.000,6.000,,,1006.000,2400.000,2400.000,,,0,0,0,0,13,0,200.000,6.000,2200.000,1.560,,3,-0.150,,-40.000,6.000,2200.000,1.560,,7,-0.148,,30.206,7.000,2100.000,1.560,10000.000,13,-0.421,-0.000,-3.000,-4.700,1.700,88.000,70.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2022-11-18T04:00:00Z,2022,11,4,0,-2.600,-4.160,1.560,89.000,20.000,8.000,,,1006.000,600.000,600.000,,,0,0,0,0,13,0,-2000.000,8.000,600.000,1.560,,3,-0.150,,-600.000,8.000,600.000,1.560,,7,-0.062,,-502.381,8.000,600.000,1.560,10000.000,13,-0.175,,-2.600,-4.200,1.600,88.700,20.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
